nct_id,overallStatus,study_type,why_stopped
NCT00054834,TERMINATED,INTERVENTIONAL,lack of accrual
NCT00055198,TERMINATED,INTERVENTIONAL,Study terminated due to low enrollment
NCT00055887,WITHDRAWN,INTERVENTIONAL,Study never started. No patients were enrolled.
NCT00056056,TERMINATED,INTERVENTIONAL,poor accrual
NCT00057447,TERMINATED,INTERVENTIONAL,administrative reasons
NCT00057655,WITHDRAWN,OBSERVATIONAL,lack of funding
NCT00057928,WITHDRAWN,INTERVENTIONAL,lack of accrual
NCT00057954,TERMINATED,INTERVENTIONAL,Slow accrual
NCT00057993,WITHDRAWN,INTERVENTIONAL,Unable to accrue subjects to the study after 2 years - closed per request by Data Monitoring Committee.
NCT00058188,TERMINATED,INTERVENTIONAL,Closed by the research committee
NCT00058214,TERMINATED,INTERVENTIONAL,Did not meet interim stopping criteria for continuation to the second stage.
NCT00058266,TERMINATED,INTERVENTIONAL,Data Monitoring Committee cited poor accrual.
NCT00058448,TERMINATED,INTERVENTIONAL,Study terminated due to poor patient recruitment.
NCT00058747,TERMINATED,INTERVENTIONAL,Business decision of the sponsor
NCT00058825,TERMINATED,INTERVENTIONAL,Slow accrual due to practice changes meant study would take too long to finish
NCT00059202,TERMINATED,INTERVENTIONAL,DSMB reviewed interim analysis and terminated the study due to futility.
NCT00060008,TERMINATED,INTERVENTIONAL,Study was closed early due to poor accrual.
NCT00060112,TERMINATED,INTERVENTIONAL,Administratively complete.
NCT00060294,TERMINATED,INTERVENTIONAL,no accrual
NCT00060346,TERMINATED,INTERVENTIONAL,slow accrual
NCT00060385,TERMINATED,INTERVENTIONAL,low accrual
NCT00060450,TERMINATED,INTERVENTIONAL,Slow Enrollment
NCT00060554,WITHDRAWN,INTERVENTIONAL,Drug sold to Sanofi-Aventis who sold it to GSK; OBS no longer owns study and does not have data.
NCT00061178,WITHDRAWN,INTERVENTIONAL,"No patients were enrolled, study cancelled before start"
NCT00061282,TERMINATED,INTERVENTIONAL,Funding Horizon
NCT00061646,TERMINATED,INTERVENTIONAL,Enrollment suspended based upon interim analysis; subjects allowed to stay on study until disease progression.
NCT00061958,TERMINATED,INTERVENTIONAL,Administratively complete.
NCT00062023,TERMINATED,INTERVENTIONAL,Study closed by the NCI.
NCT00062231,TERMINATED,INTERVENTIONAL,low accrual
NCT00062335,TERMINATED,INTERVENTIONAL,low accrual
NCT00062387,TERMINATED,INTERVENTIONAL,Administratively complete.
NCT00062972,WITHDRAWN,INTERVENTIONAL,Study terminated/withdrawn
NCT00063258,TERMINATED,INTERVENTIONAL,Low accrual rate
NCT00063362,TERMINATED,INTERVENTIONAL,Funding Expiration
NCT00063544,WITHDRAWN,OBSERVATIONAL,CI left institution
NCT00064259,TERMINATED,INTERVENTIONAL,Discontinued development of G3139 (oblimersen)
NCT00064649,TERMINATED,INTERVENTIONAL,Inability to recruit required sample size.
NCT00064688,WITHDRAWN,OBSERVATIONAL,This protocol was created to support work as part of an NIH-funded study.
NCT00064987,TERMINATED,INTERVENTIONAL,Recruitment was at a standstill. We are currently preparing our results for publication.
NCT00065728,TERMINATED,INTERVENTIONAL,Management decision
NCT00066417,TERMINATED,INTERVENTIONAL,Trial was withdrawn for drug availability issues.
NCT00066625,TERMINATED,INTERVENTIONAL,Administratively complete.
NCT00066677,TERMINATED,INTERVENTIONAL,Stopped accordining to early stopping rule for futility
NCT00066807,TERMINATED,INTERVENTIONAL,"Poor accrual, patients were followed until completion of 5 yrs treatment"
NCT00067340,TERMINATED,INTERVENTIONAL,Unable to recruit sufficient number of subjects
NCT00067574,WITHDRAWN,INTERVENTIONAL,The study was never opened for enrollment; concept became irrelevant as other study results became available.
NCT00068185,TERMINATED,INTERVENTIONAL,"PI left institution, study did not continue, funding stopped"
NCT00068302,TERMINATED,INTERVENTIONAL,Recruiting/enrolling participants halted prematurely but potentially will resume
NCT00068744,TERMINATED,INTERVENTIONAL,low accrual
NCT00068770,TERMINATED,INTERVENTIONAL,EORTC trail showed TMZ \& RT conferred significant survivial in this population
NCT00068887,WITHDRAWN,OBSERVATIONAL,NOT A CLINICAL TRIAL
NCT00068900,WITHDRAWN,OBSERVATIONAL,NOT A CLINICAL TRIAL
NCT00069329,TERMINATED,INTERVENTIONAL,data submitted for Food and Drug Administration (FDA) approval
NCT00069810,WITHDRAWN,OBSERVATIONAL,The study is not a clinical trial.
NCT00069927,TERMINATED,INTERVENTIONAL,Only 12 subjects enrolled. DSMB recommended closing due to lack of feasibility
NCT00069992,TERMINATED,INTERVENTIONAL,Closed due to competing protocols
NCT00070122,TERMINATED,INTERVENTIONAL,Administratively complete.
NCT00070265,TERMINATED,INTERVENTIONAL,Administratively complete.
NCT00070291,TERMINATED,INTERVENTIONAL,Slow accrual.
NCT00070434,WITHDRAWN,INTERVENTIONAL,poor accrual
NCT00071552,TERMINATED,INTERVENTIONAL,Very poor enrollment
NCT00072098,TERMINATED,INTERVENTIONAL,limited funding
NCT00072189,TERMINATED,INTERVENTIONAL,Early termination for discouraging results
NCT00072215,TERMINATED,INTERVENTIONAL,poor accrual
NCT00072280,TERMINATED,INTERVENTIONAL,Due to poor accrual
NCT00072449,TERMINATED,INTERVENTIONAL,slow accrual and lack of resources and priority due to combining 2 consortia
NCT00072540,WITHDRAWN,INTERVENTIONAL,drug issues
NCT00073008,TERMINATED,INTERVENTIONAL,"Based on interim analysis at the end of Stage 1, and predefined stopping rules for futility, further enrollment was stopped due to lack of efficacy"
NCT00073294,WITHDRAWN,INTERVENTIONAL,Trial was not funded
NCT00073372,TERMINATED,INTERVENTIONAL,"Based on the data and observed benefit-risk profile, the trial's independent oversight committee recommended that enrollment not resume."
NCT00073970,TERMINATED,INTERVENTIONAL,Study stopped due to increased cardiovascular risks associated with Celebrex
NCT00074139,WITHDRAWN,INTERVENTIONAL,No patients were enrolled
NCT00074165,TERMINATED,INTERVENTIONAL,Lack of accrual
NCT00074269,TERMINATED,INTERVENTIONAL,Terminated early due to poor enrollment
NCT00074295,TERMINATED,INTERVENTIONAL,closed due to lack of availability of vaccine
NCT00074334,TERMINATED,INTERVENTIONAL,Drug company withdrawal of support for investigational agent in this indication.
NCT00074490,TERMINATED,INTERVENTIONAL,"Premature closure due to inability to accrue to ARM IVD, cohorts 1 and 2"
NCT00074750,TERMINATED,INTERVENTIONAL,Slow accrual.
NCT00074763,TERMINATED,INTERVENTIONAL,Terminated due to low recruitment.
NCT00075023,TERMINATED,INTERVENTIONAL,unable to enroll adequate subjects
NCT00075179,TERMINATED,INTERVENTIONAL,Low accrual.
NCT00075413,WITHDRAWN,INTERVENTIONAL,Unable to identify qualified subjects willing to participate in this study
NCT00075491,TERMINATED,INTERVENTIONAL,Administratively complete.
NCT00075608,TERMINATED,INTERVENTIONAL,poor accrual
NCT00075998,TERMINATED,INTERVENTIONAL,test drug showed lack of benefit at interim analysis
NCT00076635,TERMINATED,INTERVENTIONAL,program discontinued based on GIPF-007 results
NCT00076726,TERMINATED,INTERVENTIONAL,"Interim analysis, infliximab did not reduce number of first relapses in GCA or cumulative glucocorticosteroid dosage"
NCT00076804,TERMINATED,INTERVENTIONAL,DSMB stopped trial for futility
NCT00077064,TERMINATED,INTERVENTIONAL,Due to unmet accrual/randomization goals
NCT00077103,TERMINATED,INTERVENTIONAL,slow accrual
NCT00077233,TERMINATED,INTERVENTIONAL,Poor accrual
NCT00077493,SUSPENDED,INTERVENTIONAL,protocol development and Amended protocol revision
NCT00078806,TERMINATED,INTERVENTIONAL,the study was terminated because of slow enrollment
NCT00078897,TERMINATED,INTERVENTIONAL,Concluded - Terminated by PI
NCT00079326,TERMINATED,INTERVENTIONAL,Slow accrual.
NCT00079911,TERMINATED,INTERVENTIONAL,Terminated
NCT00080119,TERMINATED,INTERVENTIONAL,Data Safety Monitoring Board (DSMB) recommended stopping study due to futility
NCT00080626,TERMINATED,INTERVENTIONAL,low accrual
NCT00080639,WITHDRAWN,OBSERVATIONAL,Terminated for administrative reasons and becuase there were no enrollments
NCT00080782,TERMINATED,INTERVENTIONAL,Low accrual due to competing trial.
NCT00081211,TERMINATED,INTERVENTIONAL,Administratively complete.
NCT00081887,TERMINATED,INTERVENTIONAL,low accrual
NCT00081900,TERMINATED,INTERVENTIONAL,This study was terminated early by Genzyme because there were insufficient data to support clinical benefit to HCC patients on the study.
NCT00082017,TERMINATED,INTERVENTIONAL,IND was withdrawn by CTEP due to low accrual and cost of maintaining the IND.
NCT00082095,TERMINATED,INTERVENTIONAL,The study was terminated due to poor recruitment (after enrolling 62 of planned 300 patients in 20 months
NCT00082212,TERMINATED,INTERVENTIONAL,Due to lack of sufficient efficacy.
NCT00082459,TERMINATED,INTERVENTIONAL,Lack of enrollment
NCT00082667,TERMINATED,INTERVENTIONAL,PI left VICC
NCT00083044,WITHDRAWN,OBSERVATIONAL,Funding ended and will not be renewed
NCT00083434,TERMINATED,INTERVENTIONAL,This study was stopped because of an inadequate rate of enrollment.
NCT00083447,WITHDRAWN,INTERVENTIONAL,This study has been withdrawn because the drug would not meet trial criteria for efficacy
NCT00083564,TERMINATED,INTERVENTIONAL,For business reasons
NCT00083759,TERMINATED,INTERVENTIONAL,The biological effect seen with natalizumab was not sufficient to warrant further development in RA.
NCT00083980,TERMINATED,INTERVENTIONAL,European reports of liver toxicity from kava meant that the study had to stop
NCT00084240,TERMINATED,INTERVENTIONAL,See Detailed Description
NCT00084435,WITHDRAWN,INTERVENTIONAL,Poor accrual and suspension of head and neck committee
NCT00084565,WITHDRAWN,INTERVENTIONAL,Study was never activated at Fox Chase Cancer Center.
NCT00084578,WITHDRAWN,INTERVENTIONAL,Withdrawn due to drug toxicity
NCT00084864,TERMINATED,INTERVENTIONAL,sample size is too small to draw a conclusion
NCT00084890,TERMINATED,INTERVENTIONAL,slow accrual
NCT00085059,TERMINATED,INTERVENTIONAL,low accrual
NCT00085384,TERMINATED,INTERVENTIONAL,Terminated due to slow accrual.
NCT00085410,TERMINATED,INTERVENTIONAL,The trial was discontinued early due to no confirmed partial responses.
NCT00085449,WITHDRAWN,INTERVENTIONAL,"Funding cut, no patients enrolled"
NCT00085631,TERMINATED,INTERVENTIONAL,Study was closed because of slow accrual
NCT00085761,TERMINATED,INTERVENTIONAL,Terminated in view of the C107 findings demonstrating efficacy at doses of 90 and 30 minutes
NCT00086632,TERMINATED,INTERVENTIONAL,closed by sponser
NCT00086684,TERMINATED,INTERVENTIONAL,Interim Analysis showed that study continuation was futile. No safety concerns were raised during the trial.
NCT00086840,TERMINATED,INTERVENTIONAL,Administratively complete.
NCT00086970,TERMINATED,INTERVENTIONAL,Administratively complete.
NCT00087009,TERMINATED,INTERVENTIONAL,Lack of Accrual
NCT00087048,TERMINATED,INTERVENTIONAL,Slow accrual
NCT00087191,TERMINATED,INTERVENTIONAL,Administratively complete.
NCT00087256,TERMINATED,INTERVENTIONAL,"For scientific, logistic, and administrative reasons."
NCT00087295,TERMINATED,INTERVENTIONAL,Permanently Closed Due to Poor Accrual
NCT00087334,TERMINATED,INTERVENTIONAL,Withdrawn due to poor/low accrual
NCT00087464,WITHDRAWN,INTERVENTIONAL,study was withdrawn before any participants were recruited and enrolled
NCT00088829,TERMINATED,INTERVENTIONAL,Investigator left institution
NCT00088907,TERMINATED,INTERVENTIONAL,It was unlikely that the primary endpoint would be reached based on the fifth interim analysis results.
NCT00088972,TERMINATED,INTERVENTIONAL,Study closed due to poor accrual.
NCT00088985,TERMINATED,INTERVENTIONAL,Funding unavailable
NCT00089102,TERMINATED,INTERVENTIONAL,Low accrual
NCT00089115,TERMINATED,INTERVENTIONAL,Withdrawn as company has shut down and filed for bankruptcy
NCT00089128,TERMINATED,INTERVENTIONAL,Low accrual
NCT00089141,TERMINATED,INTERVENTIONAL,Low probability of positive outcome
NCT00089245,TERMINATED,INTERVENTIONAL,Corporate business decision. No safety or efficacy concerns.
NCT00089284,TERMINATED,INTERVENTIONAL,"Due to lack of funding, phase II of study was not completed."
NCT00089388,TERMINATED,INTERVENTIONAL,Administratively complete.
NCT00089414,TERMINATED,INTERVENTIONAL,Informed by manufacturer that CDB-2914 crosses blood-brain barrier invalidating Arm #3 of protocol.
NCT00089778,TERMINATED,INTERVENTIONAL,"fewer tumors than expected expressed FGF-5, led to end of accrual to cohorts A\&B"
NCT00089804,TERMINATED,INTERVENTIONAL,Interim efficacy analysis indicated it would be futile to continue study.
NCT00089856,TERMINATED,INTERVENTIONAL,Based on futility analysis showing \<30% chance of meeting primary endpoint.
NCT00090025,TERMINATED,INTERVENTIONAL,Futility reasons after Independent Data Monitoring Committee interim analysis
NCT00090129,TERMINATED,INTERVENTIONAL,The risk-benefit ratio for the use of onercept in this condition was not sufficiently favorable to justify continued development
NCT00090480,TERMINATED,INTERVENTIONAL,Enrollment goals unable to be reached.
NCT00090532,TERMINATED,INTERVENTIONAL,This study was terminated due to a lack of efficacy.
NCT00090675,WITHDRAWN,INTERVENTIONAL,No patients randomised
NCT00090688,WITHDRAWN,INTERVENTIONAL,IND was terminated for being inactive for more than five years
NCT00090779,TERMINATED,INTERVENTIONAL,The DSMB concluded that the findings regarding the primary analysis would persist and that no additional study goals would be achieved by continuing the study.
NCT00090844,TERMINATED,INTERVENTIONAL,Early closure due to low accrual
NCT00090870,TERMINATED,INTERVENTIONAL,Pharmaceutical collaborator pulled funding.
NCT00090961,TERMINATED,INTERVENTIONAL,Closed early due to poor accrual.
NCT00091156,TERMINATED,INTERVENTIONAL,low accrual
NCT00091195,TERMINATED,INTERVENTIONAL,Administratively complete.
NCT00091286,TERMINATED,INTERVENTIONAL,Slow accruals
NCT00091611,TERMINATED,INTERVENTIONAL,This study was terminated due to low accrual.
NCT00091845,TERMINATED,INTERVENTIONAL,Due to limited pool of eligble WNV patients
NCT00092274,WITHDRAWN,INTERVENTIONAL,Acquired asset
NCT00093132,TERMINATED,INTERVENTIONAL,Sponsor decided to discontinue study drug development.
NCT00093314,WITHDRAWN,INTERVENTIONAL,Acquired asset
NCT00093704,TERMINATED,INTERVENTIONAL,study could not recruit any more patients
NCT00094250,WITHDRAWN,INTERVENTIONAL,Study was closed due to administrative reasons; study did not enroll any participants.
NCT00095329,TERMINATED,INTERVENTIONAL,Due to slow recruitment.
NCT00095641,WITHDRAWN,INTERVENTIONAL,no longer studying this disease site
NCT00095888,TERMINATED,INTERVENTIONAL,Administratively complete.
NCT00096109,TERMINATED,INTERVENTIONAL,Closed to accrual before all 12 planned patients were enrolled.
NCT00096148,TERMINATED,INTERVENTIONAL,Administratively complete.
NCT00096304,TERMINATED,INTERVENTIONAL,Low accrual
NCT00096369,TERMINATED,INTERVENTIONAL,accrual goal not met
NCT00096460,TERMINATED,INTERVENTIONAL,lower than anticipated accrual
NCT00097344,TERMINATED,INTERVENTIONAL,Identical study Biomed 777-CLP-029 did not meet superiority endpoint
NCT00097370,TERMINATED,INTERVENTIONAL,Study terminated by sponsor (29 Sep 2010). Subjects eligible to continue mepolizumab treatment were transferred into the compassionate use program (MHE104317)
NCT00098111,TERMINATED,INTERVENTIONAL,Lack of recruitment
NCT00098371,TERMINATED,INTERVENTIONAL,CTEP Initiated Action.
NCT00098462,WITHDRAWN,INTERVENTIONAL,Withdrawn as study never opened
NCT00099372,TERMINATED,OBSERVATIONAL,resource and prioritization change as Network transition to a new funding cycle
NCT00099723,TERMINATED,INTERVENTIONAL,The hypothesis that probiotics would reduce hepatic steatosis in humans was not supported
NCT00100347,TERMINATED,INTERVENTIONAL,terminated due to corporate transaction.
NCT00100828,TERMINATED,INTERVENTIONAL,Closed due to early stopping rule
NCT00100971,TERMINATED,INTERVENTIONAL,Protocol is withdrawn due to inadequate accrual
NCT00100984,TERMINATED,INTERVENTIONAL,Insufficient enrollment
NCT00101062,TERMINATED,INTERVENTIONAL,study drug unavailable
NCT00101075,TERMINATED,INTERVENTIONAL,Slow Accrual
NCT00101244,TERMINATED,INTERVENTIONAL,Administratively Complete.
NCT00101361,TERMINATED,INTERVENTIONAL,futility analysis showed low probability of detecting a significant difference
NCT00101907,TERMINATED,INTERVENTIONAL,Study terminated per recommendation of Data Review Team
NCT00102128,TERMINATED,INTERVENTIONAL,DMC recommended stop
NCT00102622,TERMINATED,INTERVENTIONAL,Phase I/II study that did not progress to Phase II
NCT00102635,TERMINATED,INTERVENTIONAL,Slow accrual.
NCT00102791,TERMINATED,INTERVENTIONAL,Because of the low probability of achieving the primary endpoint.
NCT00102895,TERMINATED,INTERVENTIONAL,See Detailed Description
NCT00103376,TERMINATED,INTERVENTIONAL,Low Accrual
NCT00103519,TERMINATED,INTERVENTIONAL,Study terminated for reasons unrelated to safety or efficacy.
NCT00104169,TERMINATED,INTERVENTIONAL,No subject accrual
NCT00104468,TERMINATED,INTERVENTIONAL,Trial stopped June 2007
NCT00104624,TERMINATED,INTERVENTIONAL,Toxicity issues
NCT00104728,TERMINATED,INTERVENTIONAL,Early Stopping Rule: Would not meet interim analysis goal to proceed with enrollment
NCT00104806,TERMINATED,INTERVENTIONAL,sponsor discontinues support
NCT00104819,TERMINATED,INTERVENTIONAL,Withdrawn as company has shut down and filed for bankruptcy
NCT00104884,TERMINATED,INTERVENTIONAL,"The study was terminated on May 17, 2006 due to slow accrual."
NCT00104936,TERMINATED,INTERVENTIONAL,low accrual
NCT00105313,TERMINATED,INTERVENTIONAL,After review of safety events and have decided that further dose escalation of MEDI-507 as a single agent is not feasible.
NCT00106054,TERMINATED,INTERVENTIONAL,After 1 year only 2 subjects enrolled and treated thus no meaningful efficacy analyses could be performed.
NCT00106262,TERMINATED,INTERVENTIONAL,Lack of accrual
NCT00106938,TERMINATED,INTERVENTIONAL,Business decision and not a result of any patient or product safety issues.
