overallstatus,study_type,lemmatize_text,nct_id,raw_text,trial_no_longer_needed,inadequate_study_design_or_study_redesign,efficacy,logistics,business_or_sponsor_reason,negligence_or_recommandation_of_legalities,organizational_issues,safety_ethics_aes,category,others,enrollment_related,pi_related,slow_accrual,funding_related,added_by_error,study_competition,covid-19_and_similar_epidemic_related,completed_early_or_truncated_completion
TERMINATED,INTERVENTIONAL,incorporating recommendation nih form dsmb study procedure would make project budget limit fund mechanism,NCT00035958,Incorporating the recommendations of the NIH-formed DSMB in the study procedures would make the project budget over the limit for this funding mechanism.,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
TERMINATED,INTERVENTIONAL,safety concern other study,NCT00037622,Safety concerns from other studies.,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,no patient enrollment study terminate,NCT00038038,"No participants enrolled, study terminated.",0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,unavailability study drug,NCT00038389,Unavailability of study drug.,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,vaccine unavailable,NCT00038415,Vaccine unavailable.,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,sponsor discontinued provide study drug,NCT00038649,Sponsor discontinued providing study drug.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,unable enrollment study,NCT00038766,Unable to enroll into study.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,record create error not research study,NCT00039078,Record created in error - not a research study,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TERMINATED,INTERVENTIONAL,business reason,NCT00039754,business reasons,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,safety concern,NCT00040144,Safety concerns,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,unlikely provide evidence significant effect,NCT00040404,Unlikely to provide evidence of significant effect,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,accrual low sporadic study close,NCT00040469,accrual was slow and sporadic so the study was closed,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,low accrual difficulty multicenter logistics,NCT00041288,Poor accrual and difficulty with multicenter logistics,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study not activated fox chase cancer center,NCT00041353,Study was not activated at Fox Chase Cancer Center,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,sponsor withdrawal study,NCT00041470,Sponsor withdrew the study,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study stop due low enrollment,NCT00041561,Study stopped due to poor enrollment,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,close lack enrollment,NCT00041574,Closed for lack of enrollment,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,redirection company goal,NCT00043212,Redirection of company goals,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,futility,NCT00043355,Futility,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,scientific director request use resource other study,NCT00044083,Scientific Director request to use resources for other studies,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,close due lack drug availability,NCT00045617,Closed due to lack of drug availability.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study product revise investigator withdrawal study without enrolling patient,NCT00045838,The study product was revised. PI withdrew the study without enrolling participants..,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study terminate due low enrollment,NCT00046163,Study was terminated due to poor enrollment,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,discontinued due non enrollment,NCT00046709,Discontinued due to non-enrollment.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,interim data analysis show no effect treatment group,NCT00046813,Interim data analysis showed no effect between treatment groups,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,OBSERVATIONAL,study objective meet,NCT00047554,Study objectives met,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TERMINATED,INTERVENTIONAL,management decision,NCT00047606,Management Decision,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,accrual low,NCT00048399,accrual was slow,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study close accrual due low enrollment,NCT00048893,The study was closed to accrual due to very poor enrollment.,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,principal investigator investigator leave institution,NCT00049608,Principal investigator [PI] has left institution.,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study close sponser,NCT00050375,Study closed by sponser,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study design change need base gipf result,NCT00052039,Study design changes were needed based on GIPF-001 results,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study not successful enrollment particpants,NCT00052403,Study was not successful at recruiting particpants,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,prematurely discontinued result eortc phase study defined soc newly diagnosed gmb patient rt plus concomitant adjuvant tmz,NCT00052715,prematurely discontinued after results of the EORTC phase-3 study defined the SOC for newly diagnosed GMB pts as RT plus concomitant and adjuvant TMZ,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,low accrual change clinical practice,NCT00052884,Slow accrual and changes in clinical practice,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,withdrawal pharmaceutical company support investigational drug,NCT00053040,Withdrawal of pharmaceutical company support for the investigational drug,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,cdc decision select vaccine development single candidate acam,NCT00053508,"CDC's decision to down-select vaccine development to single candidate, ACAM2000",0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,not open fox chase cancer center,NCT00054392,Not opened at Fox Chase Cancer Center,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,placebo good active drug,NCT00054704,Placebo was better than active drug.,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study never start no patient enrollment,NCT00055887,Study never started. No patients were enrolled.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,administrative reason,NCT00057447,administrative reasons,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,unable accrual patient study year close per request data monitoring committee,NCT00057993,Unable to accrue subjects to the study after 2 years - closed per request by Data Monitoring Committee.,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,close research committee,NCT00058188,Closed by the research committee,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,not meet interim stop criterion continuation second stage,NCT00058214,Did not meet interim stopping criteria for continuation to the second stage.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,data monitoring committee cite low accrual,NCT00058266,Data Monitoring Committee cited poor accrual.,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study terminate due low patient enrollment,NCT00058448,Study terminated due to poor patient recruitment.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,business decision sponsor,NCT00058747,Business decision of the sponsor,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,low accrual due practice change mean study would take long finish,NCT00058825,Slow accrual due to practice changes meant study would take too long to finish,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,dsmb review interim analysis terminate study due futility,NCT00059202,DSMB reviewed interim analysis and terminated the study due to futility.,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,drug sell sanofi aventis sell gskl ob no longer study not data,NCT00060554,Drug sold to Sanofi-Aventis who sold it to GSK; OBS no longer owns study and does not have data.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,no patient enrollment study cancelled before start,NCT00061178,"No patients were enrolled, study cancelled before start",0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,fund horizon,NCT00061282,Funding Horizon,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TERMINATED,INTERVENTIONAL,enrollment suspend base upon interim analysis patient allow stay study disease progression,NCT00061646,Enrollment suspended based upon interim analysis; subjects allowed to stay on study until disease progression.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study close nci,NCT00062023,Study closed by the NCI.,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study terminate or withdrawal,NCT00062972,Study terminated/withdrawn,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,low accrual rate,NCT00063258,Low accrual rate,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,fund expiration,NCT00063362,Funding Expiration,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
WITHDRAWN,OBSERVATIONAL,ci leave institution,NCT00063544,CI left institution,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,discontained development g oblimersen,NCT00064259,Discontinued development of G3139 (oblimersen),0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,inability enrollment require sample size,NCT00064649,Inability to recruit required sample size.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,protocol create support work part nih funded study,NCT00064688,This protocol was created to support work as part of an NIH-funded study.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,enrollment standstill currently preparing result publication,NCT00064987,Recruitment was at a standstill. We are currently preparing our results for publication.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,trial withdrawal drug availability issue,NCT00066417,Trial was withdrawn for drug availability issues.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,stop according early stop rule futility,NCT00066677,Stopped accordining to early stopping rule for futility,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,low accrual patient follow completion yr treatment,NCT00066807,"Poor accrual, patients were followed until completion of 5 yrs treatment",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,unable enrollment sufficient number patient,NCT00067340,Unable to recruit sufficient number of subjects,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study never open enrollment concept become irrelevant other study result become available,NCT00067574,The study was never opened for enrollment; concept became irrelevant as other study results became available.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,investigator leave institution study not continue fund stop,NCT00068185,"PI left institution, study did not continue, funding stopped",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TERMINATED,INTERVENTIONAL,enrollment or enrolling patient halt prematurely potentially resume,NCT00068302,Recruiting/enrolling participants halted prematurely but potentially will resume,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,eortc trail show tmz quit rt confer significant survival population,NCT00068770,EORTC trail showed TMZ & RT conferred significant survivial in this population,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,data submit food drug administration fda approval,NCT00069329,data submitted for Food and Drug Administration (FDA) approval,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,study not clinical trial,NCT00069810,The study is not a clinical trial.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TERMINATED,INTERVENTIONAL,patient enrollment dsmb recommend close due lack feasibility,NCT00069927,Only 12 subjects enrolled. DSMB recommended closing due to lack of feasibility,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,close due compete protocol,NCT00069992,Closed due to competing protocols,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
TERMINATED,INTERVENTIONAL,limit fund,NCT00072098,limited funding,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TERMINATED,INTERVENTIONAL,early termination discouraging result,NCT00072189,Early termination for discouraging results,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,due low accrual,NCT00072280,Due to poor accrual,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,low accrual lack resource priority due combine consortium,NCT00072449,slow accrual and lack of resources and priority due to combining 2 consortia,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,drug issue,NCT00072540,drug issues,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,base interim analysis end stage predefined stop rule futility enrollment stop due lack efficacy,NCT00073008,"Based on interim analysis at the end of Stage 1, and predefined stopping rules for futility, further enrollment was stopped due to lack of efficacy",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,trial not funded,NCT00073294,Trial was not funded,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TERMINATED,INTERVENTIONAL,base data observed benefit risk profile trial independent oversight committee recommend enrollment not resume,NCT00073372,"Based on the data and observed benefit-risk profile, the trial's independent oversight committee recommended that enrollment not resume.",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study stop due increase cardiovascular risk associate celebrex,NCT00073970,Study stopped due to increased cardiovascular risks associated with Celebrex,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,terminate early due low enrollment,NCT00074269,Terminated early due to poor enrollment,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,close due lack availability vaccine,NCT00074295,closed due to lack of availability of vaccine,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,drug company withdrawal support investigational agent indication,NCT00074334,Drug company withdrawal of support for investigational agent in this indication.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,premature closure due inability accrual arm ivd cohort,NCT00074490,"Premature closure due to inability to accrue to ARM IVD, cohorts 1 and 2",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,terminate due low enrollment,NCT00074763,Terminated due to low recruitment.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,unable enrollment adequate patient,NCT00075023,unable to enroll adequate subjects,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,unable identify qualify patient willing participate study,NCT00075413,Unable to identify qualified subjects willing to participate in this study,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,test drug show lack benefit interim analysis,NCT00075998,test drug showed lack of benefit at interim analysis,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,program discontinued base gipf result,NCT00076635,program discontinued based on GIPF-007 results,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,interim analysis infliximab not reduce number first relapse gca or cumulative glucocorticosteroid dosage,NCT00076726,"Interim analysis, infliximab did not reduce number of first relapses in GCA or cumulative glucocorticosteroid dosage",0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,dsmb stop trial futility,NCT00076804,DSMB stopped trial for futility,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,due unmet accrual or randomization goal,NCT00077064,Due to unmet accrual/randomization goals,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
SUSPENDED,INTERVENTIONAL,protocol development amend protocol revision,NCT00077493,protocol development and Amended protocol revision,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study terminate low enrollment,NCT00078806,the study was terminated because of slow enrollment,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,conclude terminate investigator,NCT00078897,Concluded - Terminated by PI,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,terminate,NCT00079911,Terminated,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,data safety monitoring board dsmb recommend stop study due futility,NCT00080119,Data Safety Monitoring Board (DSMB) recommended stopping study due to futility,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,terminate administrative reason becuase no enrollment,NCT00080639,Terminated for administrative reasons and becuase there were no enrollments,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,low accrual due compete trial,NCT00080782,Low accrual due to competing trial.,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study terminate early genzyme low data support clinical benefit hcc patient study,NCT00081900,This study was terminated early by Genzyme because there were insufficient data to support clinical benefit to HCC patients on the study.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,ind withdrawal ctep due low accrual cost maintain ind,NCT00082017,IND was withdrawn by CTEP due to low accrual and cost of maintaining the IND.,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
TERMINATED,INTERVENTIONAL,study terminate due low enrollment enrolling plan patient month,NCT00082095,The study was terminated due to poor recruitment (after enrolling 62 of planned 300 patients in 20 months,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,due lack sufficient efficacy,NCT00082212,Due to lack of sufficient efficacy.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,lack enrollment,NCT00082459,Lack of enrollment,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,investigator leave vicc,NCT00082667,PI left VICC,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,fund end not renew,NCT00083044,Funding ended and will not be renewed,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
TERMINATED,INTERVENTIONAL,study stop low rate enrollment,NCT00083434,This study was stopped because of an inadequate rate of enrollment.,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study withdrawal drug would not meet trial criterion efficacy,NCT00083447,This study has been withdrawn because the drug would not meet trial criteria for efficacy,0,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,biological effect see natalizumab not sufficient warrant development ra,NCT00083759,The biological effect seen with natalizumab was not sufficient to warrant further development in RA.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,european report liver toxicity kava mean study stop,NCT00083980,European reports of liver toxicity from kava meant that the study had to stop,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,see detail description,NCT00084240,See Detailed Description,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,low accrual suspension head neck committee,NCT00084435,Poor accrual and suspension of head and neck committee,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study never activated fox chase cancer center,NCT00084565,Study was never activated at Fox Chase Cancer Center.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,withdrawal due drug toxicity,NCT00084578,Withdrawn due to drug toxicity,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,sample size small draw conclusion,NCT00084864,sample size is too small to draw a conclusion,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,trial discontinued early due no confirm partial response,NCT00085410,The trial was discontinued early due to no confirmed partial responses.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,fund cut no patient enrollment,NCT00085449,"Funding cut, no patients enrolled",0,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,0
